link,tanggal
https://tekno.kompas.com/read/2023/03/01/08324157/pedulilindungi-jadi-satu-sehat-hari-ini-pengguna-mengeluh-tak-bisa-login?page=all,2023-03-01
https://www.liputan6.com/tekno/read/5220700/aplikasi-pedulilindungi-resmi-berubah-jadi-satusehat-mobile-begini-tampilannya-di-hp-android,2023-03-01
https://teknologi.bisnis.com/read/20230301/84/1632898/aplikasi-satu-sehat-error-tidak-bisa-login-kemenkes-mohon-maaf,2023-03-01
https://www.hukumonline.com/berita/a/berganti-menjadi-aplikasi-satu-sehat--kerahasiaan-data-pribadi-harus-terjaga-lt640025898577c/,2023-03-01
https://www.liputan6.com/health/read/5221018/aplikasi-satusehat-tak-perlu-lagi-diunduh-tinggal-update-dari-pedulilindungi,2023-03-01
https://teknostyle.id/2023/03/01/selamat-datang-aplikasi-satu-sehat-simak-fitur-barunya/,2023-03-01
https://www.liputan6.com/news/read/5221342/7-fakta-aplikasi-pedulilindungi-resmi-berganti-jadi-satu-sehat-mobile,2023-03-01
https://www.cnbcindonesia.com/tech/20230301105315-37-417891/baru-ganti-pedulilindungi-satu-sehat-mobile-error,2023-03-01
https://tekno.kompas.com/read/2023/03/01/07274187/aplikasi-pedulilindungi-resmi-berganti-jadi-satu-sehat-hari-ini,2023-03-01
https://www.kompas.id/baca/humaniora/2023/03/01/perluas-manfaat-dalam-aplikasi-satu-sehat,2023-03-01
https://www.koran-gala.id/news/5877790952/kemenkes-data-pengguna-aplikasi-satu-sehat-aman,2023-03-01
https://www.medcom.id/nasional/peristiwa/eN4LnyON-berubah-jadi-satu-sehat-pedulilindungi-malah-sakit-sulit-login-dan-sertifikat-vaksin-hilang,2023-03-01
https://www.kompas.com/tren/read/2023/03/01/131100165/pengguna-aplikasi-satu-sehat-mobile-keluhkan-tak-bisa-login-ini-kata?page=all,2023-03-01
https://www.liputan6.com/tekno/read/5220599/top-3-tekno-pedulilindungi-jadi-satu-sehat-mobile-hingga-m-banking-bca-error-lagi,2023-03-01
https://wartakota.tribunnews.com/2023/03/01/resmi-hari-ini-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-yuk-langsung-di-update,2023-03-01
https://coconuts.co/jakarta/news/pedulilindungi-is-now-satu-sehat-following-rebrand-but-people-say-theyre-struggling-to-log-in/,2023-03-01
https://www.rri.co.id/kesehatan/177012/peduli-lindungi-jadi-satu-sehat-mobile-kai-imbau-pelanggan-bawa-bukti-vaksin,2023-03-01
https://teknologi.bisnis.com/read/20230301/84/1632884/kenali-fitur-diari-kesehatan-di-satu-sehat-mobile,2023-03-01
https://surabaya.tribunnews.com/2023/03/01/solusi-aplikasi-satu-sehat-mobile-pengganti-pedulilindungi-tak-bisa-login-kemenkes-imbau-ini,2023-03-01
https://www.liputan6.com/surabaya/read/5221024/aplikasi-satu-sehat-mobile-gantikan-pedulilindungi-bisa-catat-pengukuran-tubuh-hingga-detak-jantung,2023-03-01
https://health.detik.com/berita-detikhealth/d-6594376/update-pedulilindungi-ke-satu-sehat-malah-error-pengguna-tak-bisa-log-in,2023-03-01
https://www.liputan6.com/health/read/5223232/cara-mudah-update-pedulilindungi-ke-satu-sehat-mobile,2023-03-01
https://www.liputan6.com/tekno/read/5220759/satu-sehat-mobile-susah-login-usai-berubah-dari-pedulilindungi-ini-kata-kemenkes,2023-03-01
https://www.kompas.com/tren/read/2023/03/01/104900465/berubah-jadi-satu-sehat-mobile-begini-nasib-pengguna-pedulilindungi,2023-03-01
https://diskominfo.kaltimprov.go.id/kesehatan/1-maret-pedulilindungi-berubah-jadi-satusehat-mobile,2023-03-01
https://www.inews.id/multimedia/infografis/infografis-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-mobile,2023-03-01
https://www.detik.com/sulsel/berita/d-6595244/pedulilindungi-resmi-berganti-jadi-satu-sehat-kini-hadir-dengan-fitur-baru,2023-03-01
https://tekno.kompas.com/read/2023/03/01/16300017/sudah-bisa-login-begini-tampilan-satu-sehat-mobile-yang-gantikan-pedulilindungi,2023-03-01
https://tekno.kompas.com/read/2023/03/01/09262447/cara-update-pedulilindungi-jadi-satu-sehat-mobile-di-android-dan-ios,2023-03-01
https://www.jatimnetwork.com/teknologi/437797481/kenapa-aplikasi-satu-sehat-mobile-tidak-bisa-login-ternyata-terkait,2023-03-01
https://teknologi.bisnis.com/read/20230301/84/1632894/aplikasi-satu-sehat-mobile-jebol-ini-jawaban-kemenkes,2023-03-01
https://www.medcom.id/nasional/peristiwa/9K5DY11k-netizen-sambat-soal-sertifikat-vaksin-hilang-di-satu-sehat-begini-penjelasan-kemenkes,2023-03-01
https://tekno.kompas.com/read/2023/03/01/09000077/tak-perlu-download-satu-sehat-mobile-aplikasi-pedulilindungi-berubah-otomatis,2023-03-01
https://narasi.tv/read/narasi-daily/aplikasi-pedulilindungi-resmi-berganti-nama-menjadi-satu-sehat-mobile,2023-03-01
https://timesindonesia.co.id/peristiwa-daerah/447536/peduli-lindungi-berubah-calon-penumpang-ka-diimbau-bawa-bukti-vaksinasi-covid19,2023-03-01
https://www.kompas.tv/article/383426/cara-update-pedulilindungi-ke-satu-sehat-mobile-pakai-hp-sinau,2023-03-01
https://www.krjogja.com/nasional/1242455852/satu-sehat-mobile-masa-transisi-sulit-login-masih-mirip-pedulilindungi,2023-03-01
https://www.inews.id/news/nasional/hari-ini-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-mobile,2023-03-01
https://www.liputan6.com/health/read/5219614/aplikasi-pedulilindungi-akan-berubah-jadi-satusehat-mulai-1-maret-apa-saja-keunggulannya,2023-03-01
https://tekno.kompas.com/read/2023/03/01/11450097/fitur-fitur-satu-sehat-mobile-yang-gantikan-pedulilindungi-tak-cuma-berisi-data,2023-03-01
https://tekno.kompas.com/read/2023/03/01/09405077/satu-sehat-mobile-tak-bisa-login-kemenkes-imbau-pakai-kartu-fisik?page=all,2023-03-01
https://www.liputan6.com/health/read/5220727/tidak-bisa-login-ke-satu-sehat-mobile-kemenkes-sedang-dalam-penanganan,2023-03-01
https://www.liputan6.com/health/read/5220715/pedulilindungi-berubah-jadi-satu-sehat-mobile-kok-enggak-bisa-login,2023-03-01
https://katadata.co.id/digital/teknologi/63fde766013d4/pedulilindungi-ganti-nama-jadi-satu-sehat-berapa-jumlah-pengguna,2023-03-01
https://jabar.tribunnews.com/2023/03/01/pedulilindungi-berubah-menjadi-satu-sehat-mulai-hari-ini-apa-bedanya,2023-03-01
https://www.kompas.com/tren/read/2023/03/01/160500765/cara-instal-aplikasi-satu-sehat-mobile-di-ponsel-android?page=all,2023-03-01
https://kalteng.antaranews.com/berita/622593/mulai-1-maret-aplikasi-pedulilindungi-jadi-satu-sehat-hingga-keamanan-data-pengguna-aman,2023-03-01
https://sumeks.disway.id/read/656006/mulai-hari-ini-aplikasi-peduli-lindugi-ganti-nama-jadi-satu-sehat-mobile,2023-03-01
https://health.detik.com/berita-detikhealth/d-6594805/kesulitan-log-in-ke-satu-sehat-apa-yang-harus-dilakukan-begini-panduannya,2023-03-01
https://www.liputan6.com/health/read/5220894/headline-pedulilindungi-jadi-satu-sehat-mobile-per-1-maret-2023-ragam-manfaatnya,2023-03-01
https://telset.id/how-to/cara-update-aplikasi-pedulilindungi-ke-satu-sehat/,2023-03-01
https://gaya.tempo.co/read/1697831/mengenal-aplikasi-satu-sehat-dan-perbedaannya-dengan-pedulilindungi,2023-03-01
https://tekno.kompas.com/read/2023/03/01/11132407/kemenkes-ungkap-penyebab-sulit-login-aplikasi-satu-sehat,2023-03-01
https://www.hariankepri.com/hari-ini-pedulilindungi-berganti-jadi-aplikasi-satu-sehat-mobile/,2023-03-01
https://www.liputan6.com/health/read/5220790/pengguna-android-sudah-bisa-akses-satu-sehat-mobile,2023-03-01
https://teknologi.bisnis.com/read/20230301/84/1632874/pedulilindungi-jadi-satu-sehat-pengguna-tidak-bisa-login,2023-03-01
https://www.liputan6.com/health/read/5220960/aplikasi-satusehat-bakal-dilengkapi-fitur-baru-untuk-pantau-kesehatan-diri-dan-orang-terdekat,2023-03-01
https://www.liputan6.com/tekno/read/5220878/sempat-error-usai-berubah-dari-pedulilindungi-kemenkes-satu-sehat-mobile-sudah-normal,2023-03-01
https://www.beritasatu.com/lifestyle/1030291/kemenkes-gandeng-bssn-jamin-keamanan-data-pengguna-aplikasi-satu-sehat,2023-03-01
https://www.liputan6.com/health/read/5221050/kemenkes-masih-masa-transisi-tahap-awal-satu-sehat-mobile-masih-mirip-pedulilindungi,2023-03-01
https://tekno.kompas.com/read/2023/03/01/18300037/beda-dengan-pedulilindungi-ini-cara-cek-sertifikat-vaksin-di-satu-sehat-mobile,2023-03-01
https://mediaindonesia.com/humaniora/561878/kemenkes-pastikan-keamanan-data-pengguna-aplikasi-satu-sehat,2023-02-28
https://www.rri.co.id/tahuna/kesehatan/175608/registrasi-platform-satu-sehat-mulai-dibuka-untuk-umum,2023-02-28
https://www.beritasatu.com/lifestyle/1030080/pedulilindungi-dilebur-jadi-satu-sehat-kemenkes-cuma-ganti-nama,2023-02-28
https://mediaindonesia.com/humaniora/561859/kemenkominfo-kewenangan-kemenkes-ganti-pedulilindungi-menjadi-satu-sehat-mobile,2023-02-28
https://health.detik.com/berita-detikhealth/d-6593385/ada-diari-kesehatan-di-satu-sehat-pengganti-pedulilindungi-ini-fungsinya,2023-02-28
https://www.liputan6.com/tekno/read/5219798/cek-fitur-aplikasi-satu-sehat-mobile-yang-gantikan-pedulilindungi-per-1-maret-2023,2023-02-28
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20230228/2042474/besok-pedulilindungi-resmi-bertransformasi-menjadi-satusehat-mobile/,2023-02-28
https://www.kompas.com/tren/read/2023/02/28/173000965/pedulilindungi-jadi-satu-sehat-mulai-1-maret-2023-apa-saja-fiturnya-?page=all,2023-02-28
https://mediaindonesia.com/humaniora/561697/platform-satu-sehat-diharap-jadi-standar-kesehatan-nasional,2023-02-28
https://www.liputan6.com/tekno/read/5219755/transisi-ke-satu-sehat-mobile-pedulilindungi-lakukan-maintenance,2023-02-28
https://health.detik.com/berita-detikhealth/d-6593148/kemenkes-pedulilindungi-berubah-malam-ini-satu-sehat-bisa-dipakai-warga-1-maret,2023-02-28
https://news.solopos.com/pedulilindungi-jadi-satu-sehat-mobile-ini-sederet-layanan-yang-diberikan-1561286,2023-02-28
https://surabaya.jatimnetwork.com/nasional/527775761/catat-peduli-lindungi-beralih-menjadi-satu-sehat-mobile-mulai-1-maret-2023,2023-02-28
https://mediaindonesia.com/humaniora/561599/kemenkes-sebut-aplikasi-satu-sehat-mobile-akan-memudahkan-masyarakat,2023-02-28
https://katakutip.com/pedulilindungi-jadi-aplikasi-satu-sehat-mobile/,2023-02-28
https://www.antvklik.com/headline/581718-mulai-1-maret-aplikasi-peduli-lindungi-akan-berubah-jadi-satu-sehat,2023-02-28
https://www.detik.com/jabar/berita/d-6592268/jangan-dihapus-pedulilindungi-akan-berubah-jadi-satu-sehat-hari-ini,2023-02-28
https://www.kompas.com/tren/read/2023/02/28/171500265/cara-update-pedulilindungi-ke-satu-sehat-mobile-dan-fitur-fiturnya-?page=all,2023-02-28
https://tribratanews.polri.go.id/blog/nasional-3/per-maret-aplikasi-pedulilindungi-transformasi-ke-satu-sehat-mobile-55068,2023-02-28
https://www.antaranews.com/berita/3418806/kemenkes-pastikan-keamanan-data-pengguna-aplikasi-satu-sehat,2023-02-28
https://www.liputan6.com/tekno/read/5220024/pengguna-ios-duluan-pakai-aplikasi-satu-sehat-mobile-per-1-maret-2023-hp-android-kapan,2023-02-28
https://katadata.co.id/digital/teknologi/63fd89a047492/pedulilindungi-akan-berubah-jadi-satu-sehat-besok,2023-02-28
https://www.ayobandung.com/gaya-hidup/797776435/wajah-baru-aplikasi-pedulilindungi-berubah-nama-jadi-satu-sehat-mobile-bakal-lebih-banyak-fitur,2023-02-28
https://www.inilahbandung.com/nasional/5847785333/mulai-besok-pedulilindungi-berubah-jadi-satu-sehat-mobile,2023-02-28
https://en.antaranews.com/news/274164/pedulilindungi-to-transform-into-satusehat-mobile-from-march-1,2023-02-28
https://news.solopos.com/mulai-besok-aplikasi-pedulilindungi-otomatis-berubah-jadi-satu-sehat-mobile-1561280,2023-02-28
https://mojok.co/kilas/kesehatan/3-keunggulan-satu-sehat-mobile-aplikasi-pengganti-pedulilindungi/,2023-02-28
https://health.detik.com/berita-detikhealth/d-6590885/pedulilindungi-bakal-hilang-dari-hp-tenang-mulai-besok-ganti-jadi-satu-sehat,2023-02-27
https://teknologi.bisnis.com/read/20230227/84/1632233/lika-liku-transformasi-pedulilindungi-jadi-satu-sehat,2023-02-27
https://www.antaranews.com/berita/3416217/kemenkes-aplikasi-pedulilindungi-jadi-satu-sehat-mobile-mulai-1-maret,2023-02-27
https://en.antaranews.com/news/274044/pedulilindungi-to-become-satu-sehat-mobile-govt,2023-02-27
https://en.antaranews.com/news/274059/ministry-slashes-number-of-data-reporting-apps-through-satu-sehat,2023-02-27
https://health.detik.com/berita-detikhealth/d-6591815/pedulilindungi-berubah-jadi-satu-sehat-kemenkes-jamin-data-tak-bocor,2023-02-27
https://www.detik.com/jateng/berita/d-6591928/aplikasi-pedulilindungi-berubah-jadi-satu-sehat-ada-fitur-baru,2023-02-27
https://inet.detik.com/mobile-apps/d-6590309/besok-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-mobile,2023-02-27
https://www.antaranews.com/berita/3416289/kemenkes-fokuskan-satu-sehat-jadi-platform-kesehatan-utama-indonesia,2023-02-27
https://www.antaranews.com/berita/3416379/kemenkes-pemahaman-terkait-rekam-medis-tantangan-bagi-satu-sehat,2023-02-27
https://radarlampung.disway.id/read/662965/peduli-lindungi-dihapuskan-bakal-transisi-menjadi-satusehat-mobile,2023-02-27
https://en.antaranews.com/news/274038/satu-sehat-to-be-indonesias-main-health-platform-ministry,2023-02-27
https://teknologi.bisnis.com/read/20230227/84/1632035/besok-aplikasi-pedulilindungi-hilang-ganti-jadi-satu-sehat,2023-02-27
https://www.cnnindonesia.com/teknologi/20230226173343-185-918074/pakar-ungkap-risiko-keamanan-pedulilindungi-jadi-satu-sehat-mobile,2023-02-26
https://www.detik.com/jatim/berita/d-6589383/pengguna-pedulilindungi-mulai-diminta-migrasi-data-ke-satu-sehat-mobile,2023-02-26
https://www.cnnindonesia.com/teknologi/20230226142300-185-918024/pedulilindungi-bakal-berubah-jadi-satu-sehat-bagaimana-data-pengguna,2023-02-26
https://www.detik.com/sulsel/berita/d-6588144/aplikasi-satu-sehat-mobile-akan-gantikan-pedulilindungi-ini-fiturnya,2023-02-25
https://www.rri.co.id/kesehatan/171830/kemenkes-berencana-luncurkan-platform-satu-sehat-pekan-depan,2023-02-24
https://inet.detik.com/mobile-apps/d-6584874/aplikasi-pedulilindungi-jadi-satu-sehat-mobile-fungsi-dan-fiturnya-apa-saja,2023-02-23
https://www.cnbcindonesia.com/tech/20230223163909-37-416440/mau-ganti-satu-sehat-data-pedulilindungi-harus-dimusnahkan,2023-02-23
https://teknologi.bisnis.com/read/20230223/84/1630918/apa-itu-satu-sehat-mobile-aplikasi-pengganti-pedulilindungi,2023-02-23
https://www.cnbcindonesia.com/tech/20230223163243-37-416438/aplikasi-satu-sehat-simpan-data-kesehatan-warga-ri-aman,2023-02-23
https://www.antaranews.com/berita/3411036/bssn-perkuat-keamanan-jelang-transformasi-pedulilindungi-ke-satu-sehat,2023-02-23
https://www.cnbcindonesia.com/tech/20230223180231-37-416486/pedulilindungi-jadi-satu-sehat-warga-ri-harus-kasih-izin,2023-02-23
https://inet.detik.com/mobile-apps/d-6582058/mengenal-apa-itu-satu-sehat-mobile-pengganti-pedulilindungi,2023-02-22
https://www.detik.com/jabar/berita/d-6581374/pedulilindungi-bakal-lenyap-diganti-satu-sehat-mobile,2023-02-21
https://fokusjabar.id/2023/02/20/aplikasi-pedulilindungi-bakal-berubah-jadi-satu-sehat-mobile/,2023-02-20
https://cyberthreat.id/read/15386/Ini-Alasan-Kemenkes-Ubah-Aplikasi-PeduliLindungi-Jadi-Satu-Sehat,2023-02-20
https://www.antaranews.com/berita/3405273/cisdi-disparitas-digital-tantangan-integrasikan-data-di-satu-sehat,2023-02-20
https://uzone.id/pedulilindungi-akan-berubah-nama-jadi-satu-sehat-apa-fungsinya-,2023-02-20
https://govinsider.asia/intl-en/article/Indonesia-makes-health-data-available-at-ones-fingertips,2023-02-19
https://www.merdeka.com/cek-fakta/hati-hati-surat-palsu-catut-kemenkes-terkait-pengembangan-program-satu-sehat.html,2023-02-17
https://kalbarterkini.pikiran-rakyat.com/nasional/pr-1636286132/pedulilindungi-akan-diganti-aplikasi-satu-sehat-mobile-masihkah-jadi-syarat-perjalanan?page=all,2023-02-17
https://indonesiaexpat.id/news/pedulilindungi-turning-into-integrated-health-app-satusehat-mobile/,2023-02-17
https://www.ihwal.id/teknologi/pr-6827594820/aplikasi-peduli-lindungi-aplikasi-yang-dikembangkan-oleh-kemenkes-akan-berganti-menjadi-aplikasi-ini,2023-02-17
https://www.antaranews.com/berita/3399354/pedulilindungi-segera-bertransformasi-jadi-aplikasi-satu-sehat,2023-02-16
https://kalsel.antaranews.com/berita/360621/peduli-lindungi-to-become-satu-sehat-mobile-on-feb-28,2023-02-16
https://dailysocial.id/post/berkenalan-dengan-aplikasi-satu-sehat-layanan-kesehatan-di-era-digital,2023-02-14
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20230209/2342374/awas-beredar-surat-palsu-mengatasnamakan-kementerian-kesehatan-terkait-pengembangan-program-satu-sehat/,2023-02-09
https://www.cnbcindonesia.com/news/20230126071055-4-408293/menteri-jokowi-bikin-super-app-nyambung-ke-peduli-lindungi,2023-01-26
https://katadata.co.id/berita/nasional/63c91014c0b2a/tak-semua-rumah-sakit-siap-terhubung-digitalisasi-satu-sehat,2023-01-19
https://jakartaglobe.id/tech/not-just-for-covid19-tracing-govt-to-upgrade-pedulilindungi,2023-01-06
https://ppid.lampungprov.go.id/detail-post/Gubernur-Lampung-Arinal-Djunaidi-Dorong-Kabupaten-Kota-Maksimalkan-Penggunaan-Aplikasi-Peduli-Lindungi,2023-01-04
https://katadata.co.id/berita/nasional/63b2b6efca0be/pedulilindungi-akan-berubah-jadi-satu-sehat-bank-data-kesehatan-ri,2023-01-02
https://news.detik.com/berita/d-6494273/menkes-transformasikan-pedulilindungi-jadi-satu-sehat-ini-gambarannya,2023-01-02
https://intisari.grid.id/read/033636954/begini-nasib-aplikasi-peduli-lindungi-pcr-hingga-antigen-usai-ppkm-resmi-dihentikan,2022-12-31
https://www.suarasurabaya.net/kelanakota/2022/kemenkes-fitur-janji-temu-dokter-masuk-pengembangan-pedulilindungi/,2022-12-29
https://www.gramedia.com/best-seller/cara-daftar-pedulilindungi/,2022-12-02
https://mettanews.id/lokasi-vaksinasi-pfizer-covid-19-di-solo-ktp-seluruh-indonesia-bisa-daftar/,2022-11-23
http://www.thejakartapost.com/paper/2022/11/22/care-and-protect-apparent-govt-health-app-breach-raises-deeper-data-concerns.html,2022-11-22
https://www.topik.id/2022/11/begini-cek-data-pedulilindungi-yang-dibobol-bjorka-sudah-coba.html,2022-11-21
https://kumparan.com/kumparannews/penghargaan-kominfo-pedulilindungi-jadi-karya-terpilih-di-sektor-layanan-publik-1zEsisAbCB9,2022-11-13
https://indonesiabaik.id/index.php/infografis/makin-mudah-checkin-pedulilindungi-via-web,2022-10-25
https://www.fortuneidn.com/news/surti/cara-cek-sertifikat-vaksin,2022-10-07
https://health.grid.id/read/353510034/7-rumah-sakit-disiapkan-pemerintah-untuk-dukung-ktt-g20-di-bali-peduli-lindungi-dalam-13-bahasa?page=all,2022-10-04
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220930/1141177/kini-check-in-pedulilindungi-bisa-lewat-website/,2022-09-30
https://www.fimela.com/info/read/5069772/transformasi-aplikasi-pedulilindungi-setelah-pandemi-covid-19,2022-09-21
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220921/3441106/pedulilindungi-raih-penghargaan-indonesia-brand-forum-2022/,2022-09-21
https://indobalinews.pikiran-rakyat.com/nasional/pr-885503894/sempat-eror-aplikasi-peduli-lindungi-sudah-beroperasi-normal?page=all,2022-09-14
https://sehatnegeriku.kemkes.go.id/baca/umum/20220909/0841042/fasyankes-wajib-terapkan-rekam-medis-elektronik/,2022-09-09
https://www.antaranews.com/berita/3108577/kemenkes-pedulilindungi-akan-jadi-aplikasi-layanan-masyarakat,2022-09-09
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220830/1941012/sukseskan-ktt-g20-kemenkes-siapkan-pedulilindungi-dalam-13-bahasa/,2022-09-01
https://kemlu.go.id/madrid/id/news/20246/daftar-pertanyaan-implementasi-interoperabilitas-sertifikat-vaksinasi-covid-19-ri-ue,2022-08-05
https://www.apc.org/en/news/pedulilindungi-care-and-protect,2022-08-04
https://sehatnegeriku.kemkes.go.id/baca/umum/20220802/5940831/aplikasi-pedulilindungi-raih-top-inovasi-pelayanan-publik-terpuji-2022/,2022-08-03
https://dinkes.sumselprov.go.id/2022/08/naik-38-terkonfirmasi-covid19-sumsel-2-8-2022-frequently-asked-question-peduli-lindungi/,2022-08-03
https://upk.kemkes.go.id/new/pendaftaran-vaksinasi-covid-19-booster-pertama-vaksin-ke-3-di-upk-kemenkes,2022-07-29
https://setkab.go.id/en/health-ministry-launches-satusehat-platform/,2022-07-28
https://sehatnegeriku.kemkes.go.id/baca/umum/20220726/5140733/kemenkes-ri-resmi-luncurkan-platform-integrasi-data-layanan-kesehatan-bernama-satusehat/,2022-07-27
https://health.grid.id/read/353394241/kemenkes-luncurkan-platform-ihs-satu-sehat-sebagai-upaya-penyeragaman-data-kesehatan-masyarakat?page=all,2022-07-26
https://kumparan.com/hardini-kusumadewi/transformasi-satu-sehat-untuk-semua-1yXR6TGs9TP,2022-07-26
https://www.kompas.id/baca/humaniora/2022/07/26/standarisasi-pertukaran-data-kesehatan-lewat-satusehat,2022-07-26
https://dinkes.sumselprov.go.id/2022/07/24-terkonfirmasi-covid19-sumsel-22-7-2022-cara-unduh-sertifikat-vaksin-internasional-di-peduli-lindungi/,2022-07-23
https://reformasiaktual.com/2022/07/06/pemerintah-kecamatan-makassar-berlakukan-aplikasi-peduli-lindungi-guna-tekan-laju-covid-19/,2022-07-06
https://health.grid.id/read/353360808/dokter-dante-saksono-kemenkes-akan-evaluasi-ulang-penerapan-barcode-peduli-lindungi-di-mal-perkantoran?page=all,2022-07-05
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220531/5640005/deretan-transformasi-kesehatan-oleh-menkes-budi/,2022-05-31
https://www.kompas.id/baca/ilmu-pengetahuan-teknologi/2022/05/22/mengintegrasikan-aplikasi-layanan-kesehatan,2022-05-23
https://indonesiabaik.id/index.php/infografis/link-penting-seputar-covid-19,2022-05-10
https://indonesiabaik.id/index.php/infografis/tampilan-baru-aplikasi-pedulilindungi,2022-05-10
https://kominfosandi.kamparkab.go.id/2022/04/28/alhamdulilah-kampar-masuk-level-i-ppkm-kegiatan-kemasyarakatan-dibolehkan-namun-tetap-jaga-prokes-dan-gunakan-aplikasi-peduli-lindungi/,2022-04-28
https://health.detik.com/berita-detikhealth/d-6055325/kenapa-sertifikat-vaksin-ke-3-tidak-muncul-ini-solusinya,2022-04-28
http://www.thejakartapost.com/indonesia/2022/04/19/govt-brushes-off-privacy-concerns-over-covid-19-app.html,2022-04-19
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220415/3839664/pedulilindungi-telah-cegah-jutaan-warga-terpapar-covid-19/,2022-04-15
https://www.liputan6.com/health/read/4938078/pedulilindungi-ganti-email-pengaduan,2022-04-14
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220414/4539662/penerima-vaksin-luar-negeri-dapat-ajukan-verifikasi-vaksin-dan-klaim-sertifikat-dosis-tambahan-di-pedulilindungi/,2022-04-14
https://metrorakyat.com/2022/03/sat-lanats-polres-simalungun-cegah-penyebaran-covid-19-dengan-memaksimalkan-scan-barcode-peduli-lindungi/,2022-03-15
https://boganinews.com/2022/03/pemkab-boltim-pasang-papan-barcode-aplikasi-peduli-lindungi-di-kantor-bupati/,2022-03-15
https://www.voanews.com/a/thousands-of-refugees-shut-out-from-public-facilities/6480371.html,2022-03-11
https://www.sonora.id/read/423179524/beragam-inovasi-layanan-hadir-bagi-peserta-jkn-kis-di-tengah-pandemi,2022-03-10
https://katadata.co.id/digital/teknologi/621b42b9093b8/tampilan-baru-pedulilindungi-ada-fitur-layanan-isoman-telemedicine,2022-02-27
https://infogarut.id/public/analisis-penggunaan-teknologi-digital-aplikasi-pedulilindungi-untuk-masyarakat,2022-02-24
https://www.wowkeren.com/berita/tampil/00412249.html,2022-02-21
https://sumedangkab.go.id/berita/detail/bapenda-aktifkan-sistem-scan-qr-kode-peduli-lindungi,2022-02-21
https://metrodaily.jawapos.com/lifestyle/2353618095/wajib-scan-barcode-peduli-lindungi-syarat-masuk-polres-tanjungbalai,2022-02-20
https://mmc.kotawaringinbaratkab.go.id/covid/satgas-covid-19-terkonfirmasi-positif-harus-segera-isolasi-agar-tidak-menularkan,2022-02-19
https://www.mediahumaspolri.com/memasuki-mako-polres-pematangsiantar-di-wajibkan-scan-barcode-aplikasi-peduli-lindungi/,2022-02-17
https://setkab.go.id/en/color-coded-indicator-for-covid-19-patients-on-pedulilindungi-app-changes-during-self-isolation/,2022-02-16
https://voi.id/ekonomi/135557/kabar-baik-dari-kimia-farma-sertifikat-vaksin-booster-sinopharm-sudah-tersedia-di-aplikasi-pedulilindungi,2022-02-16
https://katadata.co.id/berita/nasional/620a617f1dba2/cara-daftar-pedulilindungi-dengan-mudah-dan-cepat,2022-02-14
https://sehatnegeriku.kemkes.go.id/baca/umum/20220208/5739275/polri-gelar-vaksinasi-covid-19-massal-targetkan-satu-juta-suntikan/,2022-02-09
https://mediapurwodadi.pikiran-rakyat.com/ekonomi/pr-1863679473/covid-kembali-naik-walikota-semarang-hendrar-prihadi-minta-mall-di-semarang-kembali-terapkan-peduli-lindungi?page=all,2022-02-08
https://www.lampungselatankab.go.id/web/2022/02/07/pimpin-apel-asisten-bidang-administrasi-umum-pinta-seluruh-perkantoran-gunakan-aplikasi-peduli-lindungi/,2022-02-07
https://lifestyle.okezone.com/read/2022/02/07/612/2543646/menkes-ungkap-alasan-aplikasi-peduli-lindungi-lambat-update-datanya-terlalu-banyak?page=all,2022-02-07
https://acehekspres.com/news/bireuen-berlakukan-peduli-lindungi-di-pintu-masuk-kantor/index.html,2022-02-06
https://setkab.go.id/en/govt-to-kick-off-covid-19-booster-shots-for-general-public/,2022-01-12
https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20220111/1739139/vaksin-booster-segera-dimulai-cek-tiket-vaksinasi-di-pedulilindungi/,2022-01-11
https://tribratanews.jambi.polri.go.id/main/detail/650/Sosialisasi-Aplikasi-Peduli-Lindungi---Polsek-Pauh-Lakukan-Patroli-ke-Tempat-Wisata,2022-01-05
https://kumparan.com/berita-update/call-center-dan-kontak-penting-untuk-pengaduan-pedulilindungi-1xEiabL27Ir,2022-01-03
https://mediajawatimur.pikiran-rakyat.com/umum/pr-1693374870/cara-mudah-download-sertifikat-vaksinasi-covid-19-tanpa-aplikasi-pedulilindungi-hanya-lewat-whatsapp?page=all,2022-01-02
https://www.kemkes.go.id/id/mengenal-pengertian-satusehat,2022-01-01
https://medan.tribunnews.com/2021/12/28/check-point-peduli-lindungi-di-jembatan-kampung-lalang-jadi-tempat-sampah?page=all,2021-12-28
https://www.bbc.com/indonesia/indonesia-59759975,2021-12-23
https://icjr.or.id/hentikan-promosi-penggunaan-sanksi-pidana-untuk-dorong-penggunaan-aplikasi-peduli-lindungi/,2021-12-22
